,Action.L,Action.R,Action.U,Action.D,Action.W,Action.C
"[[13.  3.  3.  3.  1.]
 [ 3.  3.  1.  1.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 6.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",3.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  1.  1.]
 [ 3.  3.  1.  4.  4.]
 [ 1.  6.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",17.42972391282153,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  1. 17.  4.  4.]]",25.792752019519423,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  6.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4. 15.]]",5.1451934976199,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3. 14.  1.  4.]]",0.0,0.0,7.421415691318857,0.0,73.1034570771171,0.0
"[[ 3.  3.  3.  3. 17.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [13.  3.  3.  1.  4.]]",40.38083303251919,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  1.  4. 15.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [13.  1.  4.  4.  4.]]",-1.5,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  1. 15.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [13.  3.  1.  4.  4.]]",0.0,0.0,0.0,0.0,0.0,-0.6
"[[13.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  6.  4.  4.]
 [ 3.  3.  1.  4. 15.]]",-0.69,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  6. 15.]]",-26.352843697938013,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 16.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1. 15.  4.  4.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [13.  1.  4.  4. 15.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]]",-1.5,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [13.  3.  3.  1. 15.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]]",-29.19,0.0,0.0,0.0,0.0,0.0
"[[13.  1.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 3.  6.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4. 15.]]",111.35345025016316,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  6.  4.  4.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4. 15.]]",139.2425594738188,0.0,0.0,0.0,23.754417474743995,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [13.  3.  3.  1. 12.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4.  4.]]",148.02438848053913,65.02039065862856,0.0,0.0,18.646592351474386,0.0
"[[ 1.  3.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [15.  4.  1.  6. 11.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",20.63221614320617,0.0,0.0,0.0,0.0,0.0
"[[ 1.  3. 13.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  6.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",53.94381410217549,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  1.  1.]
 [ 4.  4.  6.  4. 15.]]",-0.69,-30.0,-30.0,0.0,-30.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [13.  3.  3.  3. 14.]
 [ 1.  1.  3.  1.  1.]
 [ 4.  4.  6.  4.  4.]]",17.629961643197237,0.0,0.0,0.0,0.0,0.0
"[[ 4.  1.  3.  3. 13.]
 [ 4.  4.  1.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.0,0.0,0.0,-1.4159749749762511,0.0,-30.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  1.  1.  3.]
 [ 4.  6.  4.  4.  1.]
 [15.  4.  4.  4.  4.]]",13.17017663364129,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  1.  1.]
 [ 4.  4.  6.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",26.816978697264116,0.0,-12.708321764798358,0.0,4.34590455,64.48191741985164
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  3.  6.  1.]
 [ 4.  4.  1.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",-1.5,229.77021783550327,0.0,0.0,0.0,0.0
"[[13.  3.  3.  1.  3.]
 [ 1.  1.  6.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",13.470643553547156,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [14.  3.  3.  3. 11.]
 [ 1.  1.  1.  1.  4.]
 [ 4.  4.  4.  4.  4.]]",-10.0722547614145,0.0,-30.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  1.  3.  3.  3.]
 [ 1.  4.  1.  6.  1.]
 [15.  4.  4.  4.  1.]]",0.0,5.1,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  6.  1.  3.]
 [15.  4.  4.  1.  3.]]",-0.69,-1.5,-1.5,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  6.  1.  3.  3.]
 [15.  4.  1.  3.  3.]]",3.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  6.  3.]
 [ 4.  4.  4.  1.  3.]
 [15.  4.  4.  4.  1.]]",-1.5,32.849999999999994,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  1.  3.  3.  3.]
 [ 1.  4.  1.  1.  6.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  4.]]",-0.31821,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  1.  3.  3.  3.]
 [ 1.  4.  1.  1.  6.]
 [15.  4.  4.  4.  1.]]",0.0,0.0,0.0,0.0,0.0,-30.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [14.  1.  3.  3. 13.]
 [ 1.  4.  1.  1.  6.]
 [ 4.  4.  4.  4.  1.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  1.  3.  3.  3.]
 [12.  4.  1.  1. 16.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]]",0.0,0.0,0.0,0.0,3.0,0.0
"[[15.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1. 13.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[15.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4. 11.]]",36.47876963953247,0.0,0.0,0.0,0.0,0.0
"[[ 1.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [15.  1.  3.  3. 13.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]]",-1.5,0.0,0.0,0.0,0.0,0.0
"[[ 4.  1.  3.  3. 14.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [14.  4.  4.  1.  3.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 4.  4.  1.  3. 14.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  6.  3.]
 [14.  4.  4.  4.  1.]]",0.0,0.0,0.0,0.0,0.0,-30.0
"[[ 4.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [14.  4.  1.  3. 14.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  4.  1.  3.]]",0.0,0.0,0.0,0.0,0.0,-6.895882235815052
"[[ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [15.  6.  3.  3. 13.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  1.  3.]]",80.93134004895502,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 11.  6.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",61.45225052266712,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [13.  3.  3.  6. 15.]
 [ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  1.  4.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [13.  3.  3.  3. 17.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]]",92.67529375414544,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1. 12.  1.  3.]]",0.0,92.07028771108,89.66551188580104,0.0,0.0,46.14443095251888
"[[13.  3.  3.  0.  0.]
 [ 3.  3.  3.  0.  0.]
 [ 1.  1.  6.  0.  0.]
 [ 4.  4.  4.  0.  0.]
 [ 4.  4.  4.  0. 11.]]",0.0,0.0,0.0,0.0,0.0,0.0
"[[13.  1.  3.  3.  3.]
 [ 1.  4.  1.  6.  1.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",-0.69,-30.0,0.0,0.0,0.0,0.0
"[[11.  3.  3.  3.  3.]
 [ 4.  1.  6.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4. 15.]]",-1.5,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 13.  1.  3.]
 [ 1.  1.  1.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",2.364896809395951,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 1.  3.  3.  3.  3.]
 [ 4.  1.  1.  1.  3.]
 [ 4.  4.  4.  6.  3.]
 [15.  4.  4.  4.  1.]]",0.0,0.0,0.0,3.0,0.0,0.0
"[[ 1.  3.  3.  3. 13.]
 [ 4.  1.  1.  1.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4.  4.  4.  1.]
 [15.  4.  4.  4.  4.]]",-1.5,15.356642999999998,0.0,0.0,0.0,0.0
"[[ 3.  1.  3.  3. 13.]
 [ 1.  4.  1.  1.  1.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",-0.69,3.0,0.0,0.0,0.0,0.0
"[[14.  3.  3.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4.  4.  1. 13.]]",0.0,0.0,0.0,0.0,0.0,-30.0
"[[ 3.  3. 14.  3.  3.]
 [ 1.  1.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4.  4.  6.  3.]
 [ 4.  4. 14.  4.  1.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 1.  3. 14.  3.  3.]
 [ 4.  1.  1.  1.  3.]
 [ 4.  4.  4.  1.  3.]
 [ 4.  4.  4.  4.  6.]
 [ 4.  4. 14.  4.  4.]]",-30.0,-30.0,-30.0,0.0,-29.643357,0.0
"[[ 3.  3. 14.  3.  3.]
 [ 1.  1.  3.  3.  3.]
 [ 4.  1.  3.  3.  3.]
 [ 4.  4.  6.  3.  3.]
 [ 4.  4. 14.  1.  3.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3. 14.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  1.  3.  3.]
 [ 4.  4.  1.  3.  3.]
 [ 4.  4. 14.  6.  3.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  1.  6.  4.]
 [ 3.  1.  4.  4.  4.]
 [11.  4.  4.  4. 15.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-27.035546835536103,0.0,0.0,55.9087892793176,0.0,0.0
"[[11.  4.  4.  4.  4.]
 [ 6.  4.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,0.0,112.63894593899346,0.0,0.0,0.0
"[[ 3.  1. 13.  3.  3.]
 [ 1.  4.  1.  1.  1.]
 [ 4.  4.  4.  4.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",-25.1611167,0.0,0.0,0.0,0.0,0.0
"[[ 1.  1. 11.  3.  1.]
 [ 4.  4.  4.  6.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",81.5145925396028,13.287413373654678,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [14.  3.  3.  3. 13.]
 [ 1.  1.  3.  1.  1.]
 [ 4.  4.  6.  4.  4.]]",24.05725556820064,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 1.  1.  1.  3. 12.]]",26.0489168723636,0.0,0.0,0.0,0.0,0.0
"[[ 4.  1.  3.  3.  3.]
 [ 4.  4.  1.  1.  1.]
 [15.  4.  4.  4. 14.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",27.48422838986536,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 6.  3.  3.  3.  3.]
 [ 4.  1.  1.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",3.0,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  6.  3.  3.  3.]
 [ 1.  4.  1.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,0.0,0.0,-2.55,0.0,46.25122373147968
"[[13.  6.  3.  3.  3.]
 [ 1.  4.  1.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,-30.0,0.0,-30.0,0.0,0.0
"[[11.  4.  1.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,0.0,0.0,0.0,0.0,92.515670064424
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  6.  3.]
 [12.  1.  1.  4.  1.]]",75.77583074459373,37.02377398197107,0.0,0.0,0.0,0.0
"[[ 3.  3. 16.  3.  3.]
 [ 1.  1.  4.  1.  1.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",86.47367302718908,0.0,0.0,0.5817899999999999,0.0,0.0
"[[ 3.  3.  3.  3.  6.]
 [ 1.  1.  1.  1.  4.]
 [14.  4.  4.  4. 15.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",0.0,0.0,0.0,0.0,-30.0,0.0
"[[13.  6.  3.  3.  1.]
 [ 1.  4.  1.  1.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,0.0,3.0,0.0,0.0,0.0
"[[ 3.  6.  3.  3. 11.]
 [ 1.  4.  1.  1.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.0,0.0,0.0,0.0,0.0,23.31531469222875
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  6.  3.  3.  1.]
 [ 1.  4.  1.  1.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,0.0,0.0,-0.69,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  6.  3.  3.  1.]
 [11.  4.  1.  1. 15.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",2.107312664439544,0.0,0.0,-24.12950643513041,0.0,0.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  1.  3.  3.  1.]
 [ 1.  4. 12.  6.  4.]]",0.0,0.0,-0.6,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [15.  4.  4.  4.  4.]]",-2.476047,-25.054084920818468,3.0,-51.0,0.0,0.0
"[[ 3.  3.  3.  3. 16.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",3.81,0.0,-51.0,0.0,0.0,-59.1
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [14.  3.  3.  6. 14.]
 [ 3.  3.  1.  4.  4.]
 [ 1.  1.  4.  4.  4.]]",-51.0,-73.8,-65.69999999999999,-79.47,-25.054084920818468,-65.97162902571725
"[[14.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4. 14.]]",-65.69999999999999,-38.1,-55.408525034797215,-64.77,0.0,-30.8687099579207
"[[ 3.  3.  3.  3. 14.]
 [ 3.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [14.  4.  4.  4.  4.]]",-16.690106806241232,69.21350872138879,0.0,9.811991425477297,-34.94908072972069,0.0
"[[ 3.  3. 14.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4. 14.  4.  4.]]",-18.44313186068796,0.0,-51.0,0.0,-38.1,55.140612690835226
"[[ 3.  3.  3.  1.  4.]
 [ 3.  3.  6.  4.  4.]
 [14.  1.  4.  4. 14.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-68.72424261638652,-51.0,-51.0,-103.31218094004304,19.334123147677914,-110.4616518956479
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [12.  3.  3.  1. 14.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-51.0,-83.19299999999998,-30.0,0.0,-36.76439457576258,-65.47684060336309
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",-0.69,59.18885660079757,-30.0,-3.285,0.0,0.21
"[[ 3.  3. 13.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",-1.7399999999999998,0.0,3.0,0.0,0.0,-51.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [15.  1.  1.  4.  4.]]",-30.0,0.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3. 13.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  1.  3.  3.  1.]
 [12.  4.  1.  1.  4.]]",0.0,0.0,0.0,0.0,0.0,-30.0
"[[13.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,0.0,5.1,-30.0,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",-1.5,0.0,0.0,-1.1729999999999998,-30.0,0.0
"[[11.  3.  3.  1.  4.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4.  4.  4. 15.]]",3.0,0.0,0.0,0.0,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  1.  3.  3.  1.]
 [ 1.  4.  1.  1.  4.]
 [ 4.  4.  4.  4. 15.]]",0.0,3.0,0.0,-1.5,0.0,0.0
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  6.]
 [11.  3.  3.  1. 15.]
 [ 4.  1.  1.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-51.0,0.0,193.0122930529214,38.08547156116859,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1.  1.  4. 15.]]",0.0,0.0,0.0,0.0,0.0,-30.0
"[[ 3.  3. 13.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  1.]
 [ 1.  3.  3.  1.  4.]
 [ 4.  1. 12.  4.  4.]]",0.0,59.438320153437616,0.0,27.85381208911964,0.0,0.0
"[[ 3.  3. 13.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [ 1.  1.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",0.0,0.0,0.0,-21.865047840970835,0.0,0.0
"[[ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  1.  4.]
 [13.  3.  1.  4. 15.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]]",0.0,3.0,14.253191789051156,0.0,0.0,-0.6
"[[ 3.  3.  3.  1.  4.]
 [ 3.  3.  1.  4.  4.]
 [13.  1.  4.  4. 15.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",0.0,0.0,0.0,19.597167349178736,0.0,0.0
"[[13.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  6.  1.]
 [ 3.  3.  1.  4.  4.]
 [ 3.  1.  4.  4. 15.]]",89.45734996466375,89.10758077363626,7.049644132012552,43.8305139884219,-4.092785636507575,226.13211729453548
"[[ 3.  3.  3.  3.  3.]
 [ 3.  3.  3.  3.  3.]
 [13.  3.  3.  3. 14.]
 [ 3.  3.  3.  6.  1.]
 [ 3.  3.  1.  4.  4.]]",0.0,80.86150498025204,0.0,29.59935660682644,0.0,0.0
"[[13.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  1.  6.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4. 15.]]",0.0,0.0,0.0,0.0,0.0,-1.5
"[[ 3.  3. 13.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  1.  6.  4.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4. 15.  4.  4.]]",0.0,0.0,0.0,0.0,0.0,-30.0
"[[ 3.  3.  3.  3. 11.]
 [ 3.  3.  3.  3.  1.]
 [ 3.  3.  1.  6.  4.]
 [ 3.  1.  4.  4.  4.]
 [12.  4.  4.  4.  4.]]",-20.735173931784782,-30.0,0.0,0.0,0.0,0.0
"[[ 3.  3.  3.  3.  1.]
 [ 3.  3.  3.  3.  1.]
 [14.  3.  1.  6. 14.]
 [ 3.  1.  4.  4.  4.]
 [ 1.  4.  4.  4.  4.]]",0.0,0.0,0.0,0.0,-30.0,0.0
"[[ 3.  3.  3.  1. 14.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  1.  1.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [15.  4.  4.  4.  4.]]",0.0,-51.0,0.0,0.0,-1.5,-30.0
"[[ 3.  3. 13.  1.  4.]
 [ 3.  3.  3.  6.  4.]
 [ 3.  1.  1.  4.  4.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",-1.5,-30.0,3.0,0.0,0.0,0.0
"[[ 3.  3. 11.  4.  4.]
 [ 3.  3.  6.  4.  4.]
 [ 1.  1.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]
 [ 4.  4. 15.  4.  4.]]",0.0,-30.0,0.0,0.0,0.0,-30.0
"[[ 3.  3.  3.  1.  4.]
 [ 3.  3.  3.  6.  4.]
 [14.  1.  1.  4. 14.]
 [ 1.  4.  4.  4.  4.]
 [ 4.  4.  4.  4.  4.]]",-30.0,0.0,0.0,0.0,0.0,0.0
